id,activity_hour,step_total,total_intensity,average_intensity,calories,hour,day_of_week,time_of_day
1503960366,2016-03-14T18:00:00Z,516,29,0.483333,96,18,Mon,Evening
1503960366,2016-03-14T19:00:00Z,559,33,0.55,100,19,Mon,Evening
1503960366,2016-03-14T20:00:00Z,1104,45,0.75,124,20,Mon,Evening
1503960366,2016-03-14T21:00:00Z,252,12,0.2,67,21,Mon,Evening
1503960366,2016-03-14T22:00:00Z,0,0,0,48,22,Mon,Night
1503960366,2016-03-14T23:00:00Z,3305,90,1.5,198,23,Mon,Night
1503960366,2016-03-15T00:00:00Z,33,3,0.05,56,0,Tue,Night
1503960366,2016-03-15T01:00:00Z,20,2,0.033333,55,1,Tue,Night
1503960366,2016-03-15T02:00:00Z,60,4,0.066667,54,2,Tue,Night
1503960366,2016-03-15T03:00:00Z,0,0,0,48,3,Tue,Night
1503960366,2016-03-15T04:00:00Z,7,1,0.016667,49,4,Tue,Night
1503960366,2016-03-15T05:00:00Z,0,0,0,48,5,Tue,Night
1503960366,2016-03-15T06:00:00Z,4,1,0.016667,49,6,Tue,Morning
1503960366,2016-03-15T07:00:00Z,11,1,0.016667,49,7,Tue,Morning
1503960366,2016-03-15T08:00:00Z,470,28,0.466667,91,8,Tue,Morning
1503960366,2016-03-15T09:00:00Z,1967,49,0.816667,148,9,Tue,Morning
1503960366,2016-03-15T10:00:00Z,729,17,0.283333,92,10,Tue,Morning
1503960366,2016-03-15T11:00:00Z,659,34,0.566667,104,11,Tue,Morning
1503960366,2016-03-15T12:00:00Z,1787,49,0.816667,142,12,Tue,Afternoon
1503960366,2016-03-15T13:00:00Z,333,16,0.266667,77,13,Tue,Afternoon
1503960366,2016-03-15T14:00:00Z,980,26,0.433333,107,14,Tue,Afternoon
1503960366,2016-03-15T15:00:00Z,371,14,0.233333,77,15,Tue,Afternoon
1503960366,2016-03-15T16:00:00Z,605,27,0.45,96,16,Tue,Afternoon
1503960366,2016-03-15T17:00:00Z,623,19,0.316667,90,17,Tue,Afternoon
1503960366,2016-03-15T18:00:00Z,467,15,0.25,82,18,Tue,Evening
1503960366,2016-03-15T19:00:00Z,282,16,0.266667,75,19,Tue,Evening
1503960366,2016-03-15T20:00:00Z,3319,86,1.433333,207,20,Tue,Evening
1503960366,2016-03-15T21:00:00Z,1558,35,0.583333,131,21,Tue,Evening
1503960366,2016-03-15T22:00:00Z,786,37,0.616667,108,22,Tue,Night
1503960366,2016-03-15T23:00:00Z,313,15,0.25,76,23,Tue,Night
1503960366,2016-03-16T00:00:00Z,0,0,0,48,0,Wed,Night
1503960366,2016-03-16T01:00:00Z,0,0,0,48,1,Wed,Night
1503960366,2016-03-16T02:00:00Z,4,1,0.016667,50,2,Wed,Night
1503960366,2016-03-16T03:00:00Z,0,0,0,48,3,Wed,Night
1503960366,2016-03-16T04:00:00Z,0,0,0,48,4,Wed,Night
1503960366,2016-03-16T05:00:00Z,0,0,0,49,5,Wed,Night
1503960366,2016-03-16T06:00:00Z,0,0,0,48,6,Wed,Morning
1503960366,2016-03-16T07:00:00Z,70,6,0.1,56,7,Wed,Morning
1503960366,2016-03-16T08:00:00Z,490,27,0.45,91,8,Wed,Morning
1503960366,2016-03-16T09:00:00Z,1513,27,0.45,125,9,Wed,Morning
1503960366,2016-03-16T10:00:00Z,224,12,0.2,73,10,Wed,Morning
1503960366,2016-03-16T11:00:00Z,874,36,0.6,105,11,Wed,Morning
1503960366,2016-03-16T12:00:00Z,1451,34,0.566667,124,12,Wed,Afternoon
1503960366,2016-03-16T13:00:00Z,329,16,0.266667,79,13,Wed,Afternoon
1503960366,2016-03-16T14:00:00Z,61,3,0.05,61,14,Wed,Afternoon
1503960366,2016-03-16T15:00:00Z,456,19,0.316667,86,15,Wed,Afternoon
1503960366,2016-03-16T16:00:00Z,775,28,0.466667,103,16,Wed,Afternoon
1503960366,2016-03-16T17:00:00Z,1446,43,0.716667,122,17,Wed,Afternoon
1503960366,2016-03-16T18:00:00Z,2407,74,1.233333,166,18,Wed,Evening
1503960366,2016-03-16T19:00:00Z,103,7,0.116667,59,19,Wed,Evening
1503960366,2016-03-16T20:00:00Z,447,16,0.266667,72,20,Wed,Evening
1503960366,2016-03-16T21:00:00Z,2120,49,0.816667,146,21,Wed,Evening
1503960366,2016-03-16T22:00:00Z,273,18,0.3,78,22,Wed,Night
1503960366,2016-03-16T23:00:00Z,455,18,0.3,82,23,Wed,Night
1503960366,2016-03-17T00:00:00Z,263,11,0.183333,70,0,Thu,Night
1503960366,2016-03-17T01:00:00Z,23,1,0.016667,50,1,Thu,Night
1503960366,2016-03-17T02:00:00Z,7,1,0.016667,49,2,Thu,Night
1503960366,2016-03-17T03:00:00Z,0,0,0,48,3,Thu,Night
1503960366,2016-03-17T04:00:00Z,0,0,0,48,4,Thu,Night
1503960366,2016-03-17T05:00:00Z,0,0,0,48,5,Thu,Night
1503960366,2016-03-17T06:00:00Z,0,0,0,49,6,Thu,Morning
1503960366,2016-03-17T07:00:00Z,6,1,0.016667,50,7,Thu,Morning
1503960366,2016-03-17T08:00:00Z,210,11,0.183333,67,8,Thu,Morning
1503960366,2016-03-17T09:00:00Z,1530,27,0.45,125,9,Thu,Morning
1503960366,2016-03-17T10:00:00Z,124,11,0.183333,69,10,Thu,Morning
1503960366,2016-03-17T11:00:00Z,1803,54,0.9,148,11,Thu,Morning
1503960366,2016-03-17T12:00:00Z,113,11,0.183333,70,12,Thu,Afternoon
1503960366,2016-03-17T13:00:00Z,1124,23,0.383333,113,13,Thu,Afternoon
1503960366,2016-03-17T14:00:00Z,1160,25,0.416667,119,14,Thu,Afternoon
1503960366,2016-03-17T15:00:00Z,409,20,0.333333,86,15,Thu,Afternoon
1503960366,2016-03-17T16:00:00Z,631,24,0.4,94,16,Thu,Afternoon
1503960366,2016-03-17T17:00:00Z,203,5,0.083333,66,17,Thu,Afternoon
1503960366,2016-03-17T18:00:00Z,396,15,0.25,76,18,Thu,Evening
1503960366,2016-03-17T19:00:00Z,2165,64,1.066667,158,19,Thu,Evening
1503960366,2016-03-17T20:00:00Z,147,16,0.266667,75,20,Thu,Evening
1503960366,2016-03-17T21:00:00Z,2016,49,0.816667,146,21,Thu,Evening
1503960366,2016-03-17T22:00:00Z,521,31,0.516667,97,22,Thu,Night
1503960366,2016-03-17T23:00:00Z,1176,35,0.583333,118,23,Thu,Night
1503960366,2016-03-18T00:00:00Z,389,13,0.216667,76,0,Fri,Night
1503960366,2016-03-18T01:00:00Z,112,6,0.1,58,1,Fri,Night
1503960366,2016-03-18T02:00:00Z,0,0,0,48,2,Fri,Night
1503960366,2016-03-18T03:00:00Z,0,0,0,48,3,Fri,Night
1503960366,2016-03-18T04:00:00Z,0,0,0,48,4,Fri,Night
1503960366,2016-03-18T05:00:00Z,4,1,0.016667,49,5,Fri,Night
1503960366,2016-03-18T06:00:00Z,19,2,0.033333,51,6,Fri,Morning
1503960366,2016-03-18T07:00:00Z,0,0,0,49,7,Fri,Morning
1503960366,2016-03-18T08:00:00Z,172,11,0.183333,67,8,Fri,Morning
1503960366,2016-03-18T09:00:00Z,1952,36,0.6,147,9,Fri,Morning
1503960366,2016-03-18T10:00:00Z,279,12,0.2,73,10,Fri,Morning
1503960366,2016-03-18T11:00:00Z,207,12,0.2,72,11,Fri,Morning
1503960366,2016-03-18T12:00:00Z,145,4,0.066667,64,12,Fri,Afternoon
1503960366,2016-03-18T13:00:00Z,242,7,0.116667,68,13,Fri,Afternoon
1503960366,2016-03-18T14:00:00Z,3160,86,1.433333,207,14,Fri,Afternoon
1503960366,2016-03-18T15:00:00Z,852,33,0.55,101,15,Fri,Afternoon
1503960366,2016-03-18T16:00:00Z,270,14,0.233333,76,16,Fri,Afternoon
1503960366,2016-03-18T17:00:00Z,24,2,0.033333,59,17,Fri,Afternoon
1503960366,2016-03-18T18:00:00Z,444,16,0.266667,82,18,Fri,Evening
1503960366,2016-03-18T19:00:00Z,4093,110,1.833333,238,19,Fri,Evening
1503960366,2016-03-18T20:00:00Z,1445,21,0.35,121,20,Fri,Evening
1503960366,2016-03-18T21:00:00Z,332,14,0.233333,72,21,Fri,Evening
1503960366,2016-03-18T22:00:00Z,13,2,0.033333,54,22,Fri,Night
1503960366,2016-03-18T23:00:00Z,390,12,0.2,74,23,Fri,Night
1503960366,2016-03-19T00:00:00Z,138,5,0.083333,57,0,Sat,Night
1503960366,2016-03-19T01:00:00Z,0,0,0,48,1,Sat,Night
1503960366,2016-03-19T02:00:00Z,0,0,0,48,2,Sat,Night
1503960366,2016-03-19T03:00:00Z,10,1,0.016667,49,3,Sat,Night
1503960366,2016-03-19T04:00:00Z,0,0,0,48,4,Sat,Night
1503960366,2016-03-19T05:00:00Z,0,0,0,48,5,Sat,Night
1503960366,2016-03-19T06:00:00Z,0,0,0,49,6,Sat,Morning
1503960366,2016-03-19T07:00:00Z,53,2,0.033333,52,7,Sat,Morning
1503960366,2016-03-19T08:00:00Z,538,28,0.466667,92,8,Sat,Morning
1503960366,2016-03-19T09:00:00Z,3454,69,1.15,216,9,Sat,Morning
1503960366,2016-03-19T10:00:00Z,2106,54,0.9,148,10,Sat,Morning
1503960366,2016-03-19T11:00:00Z,1307,37,0.616667,130,11,Sat,Morning
1503960366,2016-03-19T12:00:00Z,909,27,0.45,109,12,Sat,Afternoon
1503960366,2016-03-19T13:00:00Z,303,13,0.216667,74,13,Sat,Afternoon
1503960366,2016-03-19T14:00:00Z,150,14,0.233333,71,14,Sat,Afternoon
1503960366,2016-03-19T15:00:00Z,123,6,0.1,61,15,Sat,Afternoon
1503960366,2016-03-19T16:00:00Z,127,8,0.133333,63,16,Sat,Afternoon
1503960366,2016-03-19T17:00:00Z,198,10,0.166667,69,17,Sat,Afternoon
1503960366,2016-03-19T18:00:00Z,50,3,0.05,58,18,Sat,Evening
1503960366,2016-03-19T19:00:00Z,533,26,0.433333,92,19,Sat,Evening
1503960366,2016-03-19T20:00:00Z,433,22,0.366667,86,20,Sat,Evening
1503960366,2016-03-19T21:00:00Z,75,6,0.1,58,21,Sat,Evening
1503960366,2016-03-19T22:00:00Z,850,31,0.516667,97,22,Sat,Night
1503960366,2016-03-19T23:00:00Z,4067,111,1.85,234,23,Sat,Night
1503960366,2016-03-20T00:00:00Z,115,7,0.116667,64,0,Sun,Night
1503960366,2016-03-20T01:00:00Z,0,0,0,49,1,Sun,Night
1503960366,2016-03-20T02:00:00Z,0,0,0,48,2,Sun,Night
1503960366,2016-03-20T03:00:00Z,0,0,0,48,3,Sun,Night
1503960366,2016-03-20T04:00:00Z,0,0,0,48,4,Sun,Night
1503960366,2016-03-20T05:00:00Z,0,0,0,48,5,Sun,Night
1503960366,2016-03-20T06:00:00Z,0,0,0,48,6,Sun,Morning
1503960366,2016-03-20T07:00:00Z,0,0,0,48,7,Sun,Morning
1503960366,2016-03-20T08:00:00Z,0,0,0,48,8,Sun,Morning
1503960366,2016-03-20T09:00:00Z,1109,36,0.6,119,9,Sun,Morning
1503960366,2016-03-20T10:00:00Z,5000,113,1.883333,294,10,Sun,Morning
1503960366,2016-03-20T11:00:00Z,1117,42,0.7,121,11,Sun,Morning
1503960366,2016-03-20T12:00:00Z,312,20,0.333333,82,12,Sun,Afternoon
1503960366,2016-03-20T13:00:00Z,343,18,0.3,80,13,Sun,Afternoon
1503960366,2016-03-20T14:00:00Z,578,29,0.483333,96,14,Sun,Afternoon
1503960366,2016-03-20T15:00:00Z,876,29,0.483333,109,15,Sun,Afternoon
1503960366,2016-03-20T16:00:00Z,1373,22,0.366667,116,16,Sun,Afternoon
1503960366,2016-03-20T17:00:00Z,1841,25,0.416667,142,17,Sun,Afternoon
1503960366,2016-03-20T18:00:00Z,638,36,0.6,104,18,Sun,Evening
1503960366,2016-03-20T19:00:00Z,718,40,0.666667,109,19,Sun,Evening
1503960366,2016-03-20T20:00:00Z,421,14,0.233333,76,20,Sun,Evening
1503960366,2016-03-20T21:00:00Z,78,4,0.066667,55,21,Sun,Evening
1503960366,2016-03-20T22:00:00Z,57,3,0.05,57,22,Sun,Night
1503960366,2016-03-20T23:00:00Z,552,23,0.383333,87,23,Sun,Night
1503960366,2016-03-21T00:00:00Z,97,5,0.083333,58,0,Mon,Night
1503960366,2016-03-21T01:00:00Z,0,0,0,48,1,Mon,Night
1503960366,2016-03-21T02:00:00Z,0,0,0,48,2,Mon,Night
1503960366,2016-03-21T03:00:00Z,11,2,0.033333,50,3,Mon,Night
1503960366,2016-03-21T04:00:00Z,0,0,0,48,4,Mon,Night
1503960366,2016-03-21T05:00:00Z,0,0,0,48,5,Mon,Night
1503960366,2016-03-21T06:00:00Z,0,0,0,48,6,Mon,Morning
1503960366,2016-03-21T07:00:00Z,55,6,0.1,56,7,Mon,Morning
1503960366,2016-03-21T08:00:00Z,1114,27,0.45,116,8,Mon,Morning
1503960366,2016-03-21T09:00:00Z,1113,17,0.283333,104,9,Mon,Morning
1503960366,2016-03-21T10:00:00Z,308,17,0.283333,79,10,Mon,Morning
1503960366,2016-03-21T11:00:00Z,467,17,0.283333,82,11,Mon,Morning
1503960366,2016-03-21T12:00:00Z,1884,51,0.85,142,12,Mon,Afternoon
1503960366,2016-03-21T13:00:00Z,184,9,0.15,67,13,Mon,Afternoon
1503960366,2016-03-21T14:00:00Z,298,19,0.316667,79,14,Mon,Afternoon
1503960366,2016-03-21T15:00:00Z,497,16,0.266667,83,15,Mon,Afternoon
1503960366,2016-03-21T16:00:00Z,355,20,0.333333,83,16,Mon,Afternoon
1503960366,2016-03-21T17:00:00Z,588,31,0.516667,99,17,Mon,Afternoon
1503960366,2016-03-21T18:00:00Z,1564,28,0.466667,132,18,Mon,Evening
1503960366,2016-03-21T19:00:00Z,396,18,0.3,79,19,Mon,Evening
1503960366,2016-03-21T20:00:00Z,99,11,0.183333,67,20,Mon,Evening
1503960366,2016-03-21T21:00:00Z,172,14,0.233333,70,21,Mon,Evening
1503960366,2016-03-21T22:00:00Z,371,20,0.333333,81,22,Mon,Night
1503960366,2016-03-21T23:00:00Z,447,16,0.266667,79,23,Mon,Night
1503960366,2016-03-22T00:00:00Z,0,0,0,47,0,Tue,Night
1503960366,2016-03-22T01:00:00Z,0,0,0,47,1,Tue,Night
1503960366,2016-03-22T02:00:00Z,0,0,0,47,2,Tue,Night
1503960366,2016-03-22T03:00:00Z,0,0,0,47,3,Tue,Night
1503960366,2016-03-22T04:00:00Z,0,0,0,47,4,Tue,Night
1503960366,2016-03-22T05:00:00Z,0,0,0,47,5,Tue,Night
1503960366,2016-03-22T06:00:00Z,0,0,0,47,6,Tue,Morning
1503960366,2016-03-22T07:00:00Z,0,0,0,47,7,Tue,Morning
1503960366,2016-03-22T08:00:00Z,34,2,0.033333,50,8,Tue,Morning
1503960366,2016-03-22T09:00:00Z,1732,26,0.433333,135,9,Tue,Morning
1503960366,2016-03-22T10:00:00Z,497,24,0.4,90,10,Tue,Morning
1503960366,2016-03-22T11:00:00Z,296,14,0.233333,76,11,Tue,Morning
1503960366,2016-03-22T12:00:00Z,322,15,0.25,78,12,Tue,Afternoon
1503960366,2016-03-22T13:00:00Z,657,24,0.4,95,13,Tue,Afternoon
1503960366,2016-03-22T14:00:00Z,1657,44,0.733333,134,14,Tue,Afternoon
1503960366,2016-03-22T15:00:00Z,455,13,0.216667,80,15,Tue,Afternoon
1503960366,2016-03-22T16:00:00Z,278,9,0.15,71,16,Tue,Afternoon
1503960366,2016-03-22T17:00:00Z,953,15,0.25,107,17,Tue,Afternoon
1503960366,2016-03-22T18:00:00Z,1123,23,0.383333,109,18,Tue,Evening
1503960366,2016-03-22T19:00:00Z,1479,22,0.366667,120,19,Tue,Evening
1503960366,2016-03-22T20:00:00Z,366,22,0.366667,83,20,Tue,Evening
1503960366,2016-03-22T21:00:00Z,349,14,0.233333,74,21,Tue,Evening
1503960366,2016-03-22T22:00:00Z,4587,117,1.95,265,22,Tue,Night
1503960366,2016-03-22T23:00:00Z,351,10,0.166667,71,23,Tue,Night
1503960366,2016-03-23T00:00:00Z,14,2,0.033333,53,0,Wed,Night
1503960366,2016-03-23T01:00:00Z,50,3,0.05,53,1,Wed,Night
1503960366,2016-03-23T02:00:00Z,29,4,0.066667,54,2,Wed,Night
1503960366,2016-03-23T03:00:00Z,0,0,0,47,3,Wed,Night
1503960366,2016-03-23T04:00:00Z,0,0,0,47,4,Wed,Night
1503960366,2016-03-23T05:00:00Z,0,0,0,48,5,Wed,Night
1503960366,2016-03-23T06:00:00Z,0,0,0,48,6,Wed,Morning
1503960366,2016-03-23T07:00:00Z,82,6,0.1,56,7,Wed,Morning
1503960366,2016-03-23T08:00:00Z,534,25,0.416667,89,8,Wed,Morning
1503960366,2016-03-23T09:00:00Z,1623,24,0.4,133,9,Wed,Morning
1503960366,2016-03-23T10:00:00Z,504,17,0.283333,85,10,Wed,Morning
1503960366,2016-03-23T11:00:00Z,414,19,0.316667,83,11,Wed,Morning
1503960366,2016-03-23T12:00:00Z,411,17,0.283333,81,12,Wed,Afternoon
1503960366,2016-03-23T13:00:00Z,1226,37,0.616667,114,13,Wed,Afternoon
1503960366,2016-03-23T14:00:00Z,2674,76,1.266667,176,14,Wed,Afternoon
1503960366,2016-03-23T15:00:00Z,236,11,0.183333,71,15,Wed,Afternoon
1503960366,2016-03-23T16:00:00Z,383,16,0.266667,81,16,Wed,Afternoon
1503960366,2016-03-23T17:00:00Z,411,14,0.233333,78,17,Wed,Afternoon
1503960366,2016-03-23T18:00:00Z,325,8,0.133333,70,18,Wed,Evening
1503960366,2016-03-23T19:00:00Z,2937,80,1.333333,183,19,Wed,Evening
1503960366,2016-03-23T20:00:00Z,1086,30,0.5,113,20,Wed,Evening
1503960366,2016-03-23T21:00:00Z,61,5,0.083333,57,21,Wed,Evening
1503960366,2016-03-23T22:00:00Z,119,10,0.166667,65,22,Wed,Night
1503960366,2016-03-23T23:00:00Z,413,19,0.316667,81,23,Wed,Night
1503960366,2016-03-24T00:00:00Z,311,23,0.383333,82,0,Thu,Night
1503960366,2016-03-24T01:00:00Z,0,0,0,48,1,Thu,Night
1503960366,2016-03-24T02:00:00Z,7,1,0.016667,50,2,Thu,Night
1503960366,2016-03-24T03:00:00Z,8,1,0.016667,49,3,Thu,Night
1503960366,2016-03-24T04:00:00Z,0,0,0,47,4,Thu,Night
1503960366,2016-03-24T05:00:00Z,8,1,0.016667,49,5,Thu,Night
1503960366,2016-03-24T06:00:00Z,0,0,0,48,6,Thu,Morning
1503960366,2016-03-24T07:00:00Z,29,3,0.05,52,7,Thu,Morning
1503960366,2016-03-24T08:00:00Z,553,36,0.6,100,8,Thu,Morning
1503960366,2016-03-24T09:00:00Z,2041,43,0.716667,149,9,Thu,Morning
1503960366,2016-03-24T10:00:00Z,90,8,0.133333,66,10,Thu,Morning
1503960366,2016-03-24T11:00:00Z,63,7,0.116667,63,11,Thu,Morning
1503960366,2016-03-24T12:00:00Z,1180,39,0.65,115,12,Thu,Afternoon
1503960366,2016-03-24T13:00:00Z,770,36,0.6,104,13,Thu,Afternoon
1503960366,2016-03-24T14:00:00Z,1320,41,0.683333,123,14,Thu,Afternoon
1503960366,2016-03-24T15:00:00Z,504,17,0.283333,84,15,Thu,Afternoon
1503960366,2016-03-24T16:00:00Z,210,26,0.433333,84,16,Thu,Afternoon
1503960366,2016-03-24T17:00:00Z,526,14,0.233333,84,17,Thu,Afternoon
1503960366,2016-03-24T18:00:00Z,66,5,0.083333,61,18,Thu,Evening
1503960366,2016-03-24T19:00:00Z,75,3,0.05,59,19,Thu,Evening
1503960366,2016-03-24T20:00:00Z,3858,107,1.783333,225,20,Thu,Evening
1503960366,2016-03-24T21:00:00Z,1090,29,0.483333,114,21,Thu,Evening
1503960366,2016-03-24T22:00:00Z,185,9,0.15,64,22,Thu,Night
1503960366,2016-03-24T23:00:00Z,294,12,0.2,71,23,Thu,Night
1503960366,2016-03-25T00:00:00Z,42,1,0.016667,53,0,Fri,Night
1503960366,2016-03-25T01:00:00Z,126,6,0.1,58,1,Fri,Night
1503960366,2016-03-25T02:00:00Z,5,1,0.016667,49,2,Fri,Night
1503960366,2016-03-25T03:00:00Z,7,1,0.016667,49,3,Fri,Night
1503960366,2016-03-25T04:00:00Z,0,0,0,48,4,Fri,Night
1503960366,2016-03-25T05:00:00Z,0,0,0,48,5,Fri,Night
1503960366,2016-03-25T06:00:00Z,0,0,0,48,6,Fri,Morning
1503960366,2016-03-25T07:00:00Z,40,3,0.05,52,7,Fri,Morning
1503960366,2016-03-25T08:00:00Z,565,25,0.416667,90,8,Fri,Morning
1503960366,2016-03-25T09:00:00Z,1545,28,0.466667,125,9,Fri,Morning
1503960366,2016-03-25T10:00:00Z,309,14,0.233333,76,10,Fri,Morning
1503960366,2016-03-25T11:00:00Z,1226,34,0.566667,111,11,Fri,Morning
1503960366,2016-03-25T12:00:00Z,78,4,0.066667,61,12,Fri,Afternoon
1503960366,2016-03-25T13:00:00Z,187,7,0.116667,63,13,Fri,Afternoon
1503960366,2016-03-25T14:00:00Z,419,13,0.216667,77,14,Fri,Afternoon
1503960366,2016-03-25T15:00:00Z,0,0,0,54,15,Fri,Afternoon
1503960366,2016-03-25T16:00:00Z,427,17,0.283333,82,16,Fri,Afternoon
1503960366,2016-03-25T17:00:00Z,435,14,0.233333,77,17,Fri,Afternoon
1503960366,2016-03-25T18:00:00Z,238,11,0.183333,70,18,Fri,Evening
1503960366,2016-03-25T19:00:00Z,135,6,0.1,62,19,Fri,Evening
1503960366,2016-03-25T20:00:00Z,2590,71,1.183333,171,20,Fri,Evening
1503960366,2016-03-25T21:00:00Z,2390,52,0.866667,164,21,Fri,Evening
1503960366,2016-03-25T22:00:00Z,151,13,0.216667,69,22,Fri,Night
1503960366,2016-03-25T23:00:00Z,89,7,0.116667,62,23,Fri,Night
1503960366,2016-03-26T00:00:00Z,16,2,0.033333,53,0,Sat,Night
1503960366,2016-03-26T01:00:00Z,179,9,0.15,63,1,Sat,Night
1503960366,2016-03-26T02:00:00Z,0,0,0,47,2,Sat,Night
1503960366,2016-03-26T03:00:00Z,19,3,0.05,51,3,Sat,Night
1503960366,2016-03-26T04:00:00Z,0,0,0,48,4,Sat,Night
1503960366,2016-03-26T05:00:00Z,0,0,0,48,5,Sat,Night
1503960366,2016-03-26T06:00:00Z,0,0,0,48,6,Sat,Morning
1503960366,2016-03-26T07:00:00Z,0,0,0,48,7,Sat,Morning
