id,activity_hour,step_total
1503960366,2016-03-20T20:00:00Z,421
1503960366,2016-03-20T21:00:00Z,78
1503960366,2016-03-20T22:00:00Z,57
1503960366,2016-03-20T23:00:00Z,552
1503960366,2016-03-21T00:00:00Z,97
1503960366,2016-03-21T01:00:00Z,0
1503960366,2016-03-21T02:00:00Z,0
1503960366,2016-03-21T03:00:00Z,11
1503960366,2016-03-21T04:00:00Z,0
1503960366,2016-03-21T05:00:00Z,0
1503960366,2016-03-21T06:00:00Z,0
1503960366,2016-03-21T07:00:00Z,55
1503960366,2016-03-21T08:00:00Z,1114
1503960366,2016-03-21T09:00:00Z,1113
1503960366,2016-03-21T10:00:00Z,308
1503960366,2016-03-21T11:00:00Z,467
1503960366,2016-03-21T12:00:00Z,1884
1503960366,2016-03-21T13:00:00Z,184
1503960366,2016-03-21T14:00:00Z,298
1503960366,2016-03-21T15:00:00Z,497
1503960366,2016-03-21T16:00:00Z,355
1503960366,2016-03-21T17:00:00Z,588
1503960366,2016-03-21T18:00:00Z,1564
1503960366,2016-03-21T19:00:00Z,396
1503960366,2016-03-21T20:00:00Z,99
1503960366,2016-03-21T21:00:00Z,172
1503960366,2016-03-21T22:00:00Z,371
1503960366,2016-03-21T23:00:00Z,447
1503960366,2016-03-22T00:00:00Z,0
1503960366,2016-03-22T01:00:00Z,0
1503960366,2016-03-22T02:00:00Z,0
1503960366,2016-03-22T03:00:00Z,0
1503960366,2016-03-22T04:00:00Z,0
1503960366,2016-03-22T05:00:00Z,0
1503960366,2016-03-22T06:00:00Z,0
1503960366,2016-03-22T07:00:00Z,0
1503960366,2016-03-22T08:00:00Z,34
1503960366,2016-03-22T09:00:00Z,1732
1503960366,2016-03-22T10:00:00Z,497
1503960366,2016-03-22T11:00:00Z,296
1503960366,2016-03-22T12:00:00Z,322
1503960366,2016-03-22T13:00:00Z,657
1503960366,2016-03-22T14:00:00Z,1657
1503960366,2016-03-22T15:00:00Z,455
1503960366,2016-03-22T16:00:00Z,278
1503960366,2016-03-22T17:00:00Z,953
1503960366,2016-03-22T18:00:00Z,1123
1503960366,2016-03-22T19:00:00Z,1479
1503960366,2016-03-22T20:00:00Z,366
1503960366,2016-03-22T21:00:00Z,349
1503960366,2016-03-22T22:00:00Z,4587
1503960366,2016-03-22T23:00:00Z,351
1503960366,2016-03-23T00:00:00Z,14
1503960366,2016-03-23T01:00:00Z,50
1503960366,2016-03-23T02:00:00Z,29
1503960366,2016-03-23T03:00:00Z,0
1503960366,2016-03-23T04:00:00Z,0
1503960366,2016-03-23T05:00:00Z,0
1503960366,2016-03-23T06:00:00Z,0
1503960366,2016-03-23T07:00:00Z,82
1503960366,2016-03-23T08:00:00Z,534
1503960366,2016-03-23T09:00:00Z,1623
1503960366,2016-03-23T10:00:00Z,504
1503960366,2016-03-23T11:00:00Z,414
1503960366,2016-03-23T12:00:00Z,411
1503960366,2016-03-23T13:00:00Z,1226
1503960366,2016-03-23T14:00:00Z,2674
1503960366,2016-03-23T15:00:00Z,236
1503960366,2016-03-23T16:00:00Z,383
1503960366,2016-03-23T17:00:00Z,411
1503960366,2016-03-23T18:00:00Z,325
1503960366,2016-03-23T19:00:00Z,2937
1503960366,2016-03-23T20:00:00Z,1086
1503960366,2016-03-23T21:00:00Z,61
1503960366,2016-03-23T22:00:00Z,119
1503960366,2016-03-23T23:00:00Z,413
1503960366,2016-03-24T00:00:00Z,311
1503960366,2016-03-24T01:00:00Z,0
1503960366,2016-03-24T02:00:00Z,7
1503960366,2016-03-24T03:00:00Z,8
1503960366,2016-03-24T04:00:00Z,0
1503960366,2016-03-24T05:00:00Z,8
1503960366,2016-03-24T06:00:00Z,0
1503960366,2016-03-24T07:00:00Z,29
1503960366,2016-03-24T08:00:00Z,553
1503960366,2016-03-24T09:00:00Z,2041
1503960366,2016-03-24T10:00:00Z,90
1503960366,2016-03-24T11:00:00Z,63
1503960366,2016-03-24T12:00:00Z,1180
1503960366,2016-03-24T13:00:00Z,770
1503960366,2016-03-24T14:00:00Z,1320
1503960366,2016-03-24T15:00:00Z,504
1503960366,2016-03-24T16:00:00Z,210
1503960366,2016-03-24T17:00:00Z,526
1503960366,2016-03-24T18:00:00Z,66
1503960366,2016-03-24T19:00:00Z,75
1503960366,2016-03-24T20:00:00Z,3858
1503960366,2016-03-24T21:00:00Z,1090
1503960366,2016-03-24T22:00:00Z,185
1503960366,2016-03-24T23:00:00Z,294
1503960366,2016-03-25T00:00:00Z,42
1503960366,2016-03-25T01:00:00Z,126
1503960366,2016-03-25T02:00:00Z,5
1503960366,2016-03-25T03:00:00Z,7
1503960366,2016-03-25T04:00:00Z,0
1503960366,2016-03-25T05:00:00Z,0
1503960366,2016-03-25T06:00:00Z,0
1503960366,2016-03-25T07:00:00Z,40
1503960366,2016-03-25T08:00:00Z,565
1503960366,2016-03-25T09:00:00Z,1545
1503960366,2016-03-25T10:00:00Z,309
1503960366,2016-03-25T11:00:00Z,1226
1503960366,2016-03-25T12:00:00Z,78
1503960366,2016-03-25T13:00:00Z,187
1503960366,2016-03-25T14:00:00Z,419
1503960366,2016-03-25T15:00:00Z,0
1503960366,2016-03-25T16:00:00Z,427
1503960366,2016-03-25T17:00:00Z,435
1503960366,2016-03-25T18:00:00Z,238
1503960366,2016-03-25T19:00:00Z,135
1503960366,2016-03-25T20:00:00Z,2590
1503960366,2016-03-25T21:00:00Z,2390
1503960366,2016-03-25T22:00:00Z,151
1503960366,2016-03-25T23:00:00Z,89
1503960366,2016-03-26T00:00:00Z,16
1503960366,2016-03-26T01:00:00Z,179
1503960366,2016-03-26T02:00:00Z,0
1503960366,2016-03-26T03:00:00Z,19
1503960366,2016-03-26T04:00:00Z,0
1503960366,2016-03-26T05:00:00Z,0
1503960366,2016-03-26T06:00:00Z,0
1503960366,2016-03-26T07:00:00Z,0
1503960366,2016-03-26T08:00:00Z,0
1503960366,2016-03-26T09:00:00Z,69
1503960366,2016-03-26T10:00:00Z,394
1503960366,2016-03-26T11:00:00Z,145
1503960366,2016-03-26T12:00:00Z,152
1503960366,2016-03-26T13:00:00Z,393
1503960366,2016-03-26T14:00:00Z,759
1503960366,2016-03-26T15:00:00Z,828
1503960366,2016-03-26T16:00:00Z,5564
1503960366,2016-03-26T17:00:00Z,3053
1503960366,2016-03-26T18:00:00Z,3785
1503960366,2016-03-26T19:00:00Z,323
1503960366,2016-03-26T20:00:00Z,207
1503960366,2016-03-26T21:00:00Z,252
1503960366,2016-03-26T22:00:00Z,785
1503960366,2016-03-26T23:00:00Z,686
1503960366,2016-03-27T00:00:00Z,57
1503960366,2016-03-27T01:00:00Z,121
1503960366,2016-03-27T02:00:00Z,0
1503960366,2016-03-27T03:00:00Z,0
1503960366,2016-03-27T04:00:00Z,0
1503960366,2016-03-27T05:00:00Z,0
1503960366,2016-03-27T06:00:00Z,9
1503960366,2016-03-27T07:00:00Z,8
1503960366,2016-03-27T08:00:00Z,0
1503960366,2016-03-27T09:00:00Z,393
1503960366,2016-03-27T10:00:00Z,5033
1503960366,2016-03-27T11:00:00Z,321
1503960366,2016-03-27T12:00:00Z,100
1503960366,2016-03-27T13:00:00Z,684
1503960366,2016-03-27T14:00:00Z,652
1503960366,2016-03-27T15:00:00Z,255
1503960366,2016-03-27T16:00:00Z,99
1503960366,2016-03-27T17:00:00Z,214
1503960366,2016-03-27T18:00:00Z,540
1503960366,2016-03-27T19:00:00Z,2887
1503960366,2016-03-27T20:00:00Z,372
1503960366,2016-03-27T21:00:00Z,461
1503960366,2016-03-27T22:00:00Z,367
1503960366,2016-03-27T23:00:00Z,163
1503960366,2016-03-28T00:00:00Z,152
1503960366,2016-03-28T01:00:00Z,16
1503960366,2016-03-28T02:00:00Z,0
1503960366,2016-03-28T03:00:00Z,0
1503960366,2016-03-28T04:00:00Z,0
1503960366,2016-03-28T05:00:00Z,0
1503960366,2016-03-28T06:00:00Z,0
1503960366,2016-03-28T07:00:00Z,0
1503960366,2016-03-28T08:00:00Z,91
1503960366,2016-03-28T09:00:00Z,1801
1503960366,2016-03-28T10:00:00Z,209
1503960366,2016-03-28T11:00:00Z,242
1503960366,2016-03-28T12:00:00Z,198
1503960366,2016-03-28T13:00:00Z,3422
1503960366,2016-03-28T14:00:00Z,1116
1503960366,2016-03-28T15:00:00Z,281
1503960366,2016-03-28T16:00:00Z,228
1503960366,2016-03-28T17:00:00Z,135
1503960366,2016-03-28T18:00:00Z,252
1503960366,2016-03-28T19:00:00Z,3298
1503960366,2016-03-28T20:00:00Z,872
1503960366,2016-03-28T21:00:00Z,81
1503960366,2016-03-28T22:00:00Z,196
1503960366,2016-03-28T23:00:00Z,641
1503960366,2016-03-29T00:00:00Z,0
1503960366,2016-03-29T01:00:00Z,242
1503960366,2016-03-29T02:00:00Z,15
1503960366,2016-03-29T03:00:00Z,0
1503960366,2016-03-29T04:00:00Z,0
1503960366,2016-03-29T05:00:00Z,6
1503960366,2016-03-29T06:00:00Z,21
1503960366,2016-03-29T07:00:00Z,53
1503960366,2016-03-29T08:00:00Z,185
1503960366,2016-03-29T09:00:00Z,1580
1503960366,2016-03-29T10:00:00Z,446
1503960366,2016-03-29T11:00:00Z,869
1503960366,2016-03-29T12:00:00Z,147
1503960366,2016-03-29T13:00:00Z,1158
1503960366,2016-03-29T14:00:00Z,243
1503960366,2016-03-29T15:00:00Z,413
1503960366,2016-03-29T16:00:00Z,348
1503960366,2016-03-29T17:00:00Z,288
1503960366,2016-03-29T18:00:00Z,535
1503960366,2016-03-29T19:00:00Z,198
1503960366,2016-03-29T20:00:00Z,3559
1503960366,2016-03-29T21:00:00Z,1034
1503960366,2016-03-29T22:00:00Z,0
1503960366,2016-03-29T23:00:00Z,701
1503960366,2016-03-30T00:00:00Z,0
1503960366,2016-03-30T01:00:00Z,0
1503960366,2016-03-30T02:00:00Z,0
1503960366,2016-03-30T03:00:00Z,0
1503960366,2016-03-30T04:00:00Z,0
1503960366,2016-03-30T05:00:00Z,0
1503960366,2016-03-30T06:00:00Z,0
1503960366,2016-03-30T07:00:00Z,0
1503960366,2016-03-30T08:00:00Z,15
1503960366,2016-03-30T09:00:00Z,1379
1503960366,2016-03-30T10:00:00Z,233
1503960366,2016-03-30T11:00:00Z,475
1503960366,2016-03-30T12:00:00Z,1979
1503960366,2016-03-30T13:00:00Z,26
1503960366,2016-03-30T14:00:00Z,443
1503960366,2016-03-30T15:00:00Z,209
1503960366,2016-03-30T16:00:00Z,67
1503960366,2016-03-30T17:00:00Z,35
1503960366,2016-03-30T18:00:00Z,2696
1503960366,2016-03-30T19:00:00Z,1299
1503960366,2016-03-30T20:00:00Z,996
1503960366,2016-03-30T21:00:00Z,570
1503960366,2016-03-30T22:00:00Z,38
1503960366,2016-03-30T23:00:00Z,510
1503960366,2016-03-31T00:00:00Z,154
1503960366,2016-03-31T01:00:00Z,0
1503960366,2016-03-31T02:00:00Z,129
1503960366,2016-03-31T03:00:00Z,0
1503960366,2016-03-31T04:00:00Z,0
1503960366,2016-03-31T05:00:00Z,0
1503960366,2016-03-31T06:00:00Z,0
1503960366,2016-03-31T07:00:00Z,34
1503960366,2016-03-31T08:00:00Z,164
1503960366,2016-03-31T09:00:00Z,1539
1503960366,2016-03-31T10:00:00Z,314
1503960366,2016-03-31T11:00:00Z,119
1503960366,2016-03-31T12:00:00Z,358
1503960366,2016-03-31T13:00:00Z,460
1503960366,2016-03-31T14:00:00Z,796
1503960366,2016-03-31T15:00:00Z,988
1503960366,2016-03-31T16:00:00Z,135
1503960366,2016-03-31T17:00:00Z,145
1503960366,2016-03-31T18:00:00Z,198
1503960366,2016-03-31T19:00:00Z,231
1503960366,2016-03-31T20:00:00Z,1497
1503960366,2016-03-31T21:00:00Z,1011
1503960366,2016-03-31T22:00:00Z,307
1503960366,2016-03-31T23:00:00Z,3617
1503960366,2016-04-01T00:00:00Z,82
1503960366,2016-04-01T01:00:00Z,7
1503960366,2016-04-01T02:00:00Z,41
1503960366,2016-04-01T03:00:00Z,106
1503960366,2016-04-01T04:00:00Z,0
1503960366,2016-04-01T05:00:00Z,0
1503960366,2016-04-01T06:00:00Z,0
1503960366,2016-04-01T07:00:00Z,43
1503960366,2016-04-01T08:00:00Z,251
1503960366,2016-04-01T09:00:00Z,194
1503960366,2016-04-01T10:00:00Z,104
1503960366,2016-04-01T11:00:00Z,30
1503960366,2016-04-01T12:00:00Z,33
1503960366,2016-04-01T13:00:00Z,33
1503960366,2016-04-01T14:00:00Z,176
1503960366,2016-04-01T15:00:00Z,152
1503960366,2016-04-01T16:00:00Z,343
1503960366,2016-04-01T17:00:00Z,20
1503960366,2016-04-01T18:00:00Z,109
1503960366,2016-04-01T19:00:00Z,17
1503960366,2016-04-01T20:00:00Z,2534
1503960366,2016-04-01T21:00:00Z,2861
1503960366,2016-04-01T22:00:00Z,3804
1503960366,2016-04-01T23:00:00Z,1268
1503960366,2016-04-02T00:00:00Z,388
1503960366,2016-04-02T01:00:00Z,0
1503960366,2016-04-02T02:00:00Z,0
1503960366,2016-04-02T03:00:00Z,168
1503960366,2016-04-02T04:00:00Z,0
1503960366,2016-04-02T05:00:00Z,8
1503960366,2016-04-02T06:00:00Z,0
1503960366,2016-04-02T07:00:00Z,66
1503960366,2016-04-02T08:00:00Z,26
1503960366,2016-04-02T09:00:00Z,95
1503960366,2016-04-02T10:00:00Z,53
1503960366,2016-04-02T11:00:00Z,311
1503960366,2016-04-02T12:00:00Z,23
1503960366,2016-04-02T13:00:00Z,486
1503960366,2016-04-02T14:00:00Z,92
1503960366,2016-04-02T15:00:00Z,274
1503960366,2016-04-02T16:00:00Z,675
1503960366,2016-04-02T17:00:00Z,247
1503960366,2016-04-02T18:00:00Z,111
1503960366,2016-04-02T19:00:00Z,3545
1503960366,2016-04-02T20:00:00Z,1840
1503960366,2016-04-02T21:00:00Z,525
1503960366,2016-04-02T22:00:00Z,773
1503960366,2016-04-02T23:00:00Z,1542
1503960366,2016-04-03T00:00:00Z,256
1503960366,2016-04-03T01:00:00Z,11
1503960366,2016-04-03T02:00:00Z,91
1503960366,2016-04-03T03:00:00Z,41
1503960366,2016-04-03T04:00:00Z,7
1503960366,2016-04-03T05:00:00Z,4
1503960366,2016-04-03T06:00:00Z,0
1503960366,2016-04-03T07:00:00Z,0
1503960366,2016-04-03T08:00:00Z,0
1503960366,2016-04-03T09:00:00Z,80
1503960366,2016-04-03T10:00:00Z,1746
1503960366,2016-04-03T11:00:00Z,462
1503960366,2016-04-03T12:00:00Z,572
1503960366,2016-04-03T13:00:00Z,698
1503960366,2016-04-03T14:00:00Z,25
1503960366,2016-04-03T15:00:00Z,559
1503960366,2016-04-03T16:00:00Z,112
1503960366,2016-04-03T17:00:00Z,288
1503960366,2016-04-03T18:00:00Z,215
1503960366,2016-04-03T19:00:00Z,325
1503960366,2016-04-03T20:00:00Z,376
1503960366,2016-04-03T21:00:00Z,308
1503960366,2016-04-03T22:00:00Z,203
1503960366,2016-04-03T23:00:00Z,3637
1503960366,2016-04-04T00:00:00Z,121
1503960366,2016-04-04T01:00:00Z,53
1503960366,2016-04-04T02:00:00Z,63
1503960366,2016-04-04T03:00:00Z,9
1503960366,2016-04-04T04:00:00Z,0
1503960366,2016-04-04T05:00:00Z,31
1503960366,2016-04-04T06:00:00Z,0
1503960366,2016-04-04T07:00:00Z,37
1503960366,2016-04-04T08:00:00Z,407
1503960366,2016-04-04T09:00:00Z,1999
1503960366,2016-04-04T10:00:00Z,336
1503960366,2016-04-04T11:00:00Z,348
1503960366,2016-04-04T12:00:00Z,2113
1503960366,2016-04-04T13:00:00Z,262
1503960366,2016-04-04T14:00:00Z,516
1503960366,2016-04-04T15:00:00Z,112
1503960366,2016-04-04T16:00:00Z,206
1503960366,2016-04-04T17:00:00Z,758
1503960366,2016-04-04T18:00:00Z,1444
1503960366,2016-04-04T19:00:00Z,2628
1503960366,2016-04-04T20:00:00Z,1429
1503960366,2016-04-04T21:00:00Z,417
1503960366,2016-04-04T22:00:00Z,221
1503960366,2016-04-04T23:00:00Z,1028
1503960366,2016-04-05T00:00:00Z,236
1503960366,2016-04-05T01:00:00Z,45
1503960366,2016-04-05T02:00:00Z,407
1503960366,2016-04-05T03:00:00Z,49
1503960366,2016-04-05T04:00:00Z,0
1503960366,2016-04-05T05:00:00Z,0
1503960366,2016-04-05T06:00:00Z,6
1503960366,2016-04-05T07:00:00Z,19
1503960366,2016-04-05T08:00:00Z,181
1503960366,2016-04-05T09:00:00Z,1769
1503960366,2016-04-05T10:00:00Z,302
1503960366,2016-04-05T11:00:00Z,282
1503960366,2016-04-05T12:00:00Z,272
1503960366,2016-04-05T13:00:00Z,2532
1503960366,2016-04-05T14:00:00Z,1610
1503960366,2016-04-05T15:00:00Z,741
1503960366,2016-04-05T16:00:00Z,565
1503960366,2016-04-05T17:00:00Z,447
1503960366,2016-04-05T18:00:00Z,1646
1503960366,2016-04-05T19:00:00Z,272
1503960366,2016-04-05T20:00:00Z,2351
1503960366,2016-04-05T21:00:00Z,326
1503960366,2016-04-05T22:00:00Z,148
1503960366,2016-04-05T23:00:00Z,638
1503960366,2016-04-06T00:00:00Z,84
1503960366,2016-04-06T01:00:00Z,36
1503960366,2016-04-06T02:00:00Z,44
1503960366,2016-04-06T03:00:00Z,0
1503960366,2016-04-06T04:00:00Z,0
1503960366,2016-04-06T05:00:00Z,0
1503960366,2016-04-06T06:00:00Z,0
1503960366,2016-04-06T07:00:00Z,0
1503960366,2016-04-06T08:00:00Z,767
1503960366,2016-04-06T09:00:00Z,1426
1503960366,2016-04-06T10:00:00Z,399
1503960366,2016-04-06T11:00:00Z,96
1503960366,2016-04-06T12:00:00Z,161
1503960366,2016-04-06T13:00:00Z,2729
1503960366,2016-04-06T14:00:00Z,71
1503960366,2016-04-06T15:00:00Z,145
1503960366,2016-04-06T16:00:00Z,116
1503960366,2016-04-06T17:00:00Z,112
1503960366,2016-04-06T18:00:00Z,1027
1503960366,2016-04-06T19:00:00Z,1927
1503960366,2016-04-06T20:00:00Z,1124
1503960366,2016-04-06T21:00:00Z,1320
1503960366,2016-04-06T22:00:00Z,295
1503960366,2016-04-06T23:00:00Z,95
1503960366,2016-04-07T00:00:00Z,7
1503960366,2016-04-07T01:00:00Z,0
1503960366,2016-04-07T02:00:00Z,0
1503960366,2016-04-07T03:00:00Z,0
1503960366,2016-04-07T04:00:00Z,0
1503960366,2016-04-07T05:00:00Z,0
