id,activity_hour,total_intensity,average_intensity
1503960366,2016-03-20T14:00:00Z,29,0.483333
1503960366,2016-03-20T15:00:00Z,29,0.483333
1503960366,2016-03-20T16:00:00Z,22,0.366667
1503960366,2016-03-20T17:00:00Z,25,0.416667
1503960366,2016-03-20T18:00:00Z,36,0.6
1503960366,2016-03-20T19:00:00Z,40,0.666667
1503960366,2016-03-20T20:00:00Z,14,0.233333
1503960366,2016-03-20T21:00:00Z,4,0.066667
1503960366,2016-03-20T22:00:00Z,3,0.05
1503960366,2016-03-20T23:00:00Z,23,0.383333
1503960366,2016-03-21T00:00:00Z,5,0.083333
1503960366,2016-03-21T01:00:00Z,0,0
1503960366,2016-03-21T02:00:00Z,0,0
1503960366,2016-03-21T03:00:00Z,2,0.033333
1503960366,2016-03-21T04:00:00Z,0,0
1503960366,2016-03-21T05:00:00Z,0,0
1503960366,2016-03-21T06:00:00Z,0,0
1503960366,2016-03-21T07:00:00Z,6,0.1
1503960366,2016-03-21T08:00:00Z,27,0.45
1503960366,2016-03-21T09:00:00Z,17,0.283333
1503960366,2016-03-21T10:00:00Z,17,0.283333
1503960366,2016-03-21T11:00:00Z,17,0.283333
1503960366,2016-03-21T12:00:00Z,51,0.85
1503960366,2016-03-21T13:00:00Z,9,0.15
1503960366,2016-03-21T14:00:00Z,19,0.316667
1503960366,2016-03-21T15:00:00Z,16,0.266667
1503960366,2016-03-21T16:00:00Z,20,0.333333
1503960366,2016-03-21T17:00:00Z,31,0.516667
1503960366,2016-03-21T18:00:00Z,28,0.466667
1503960366,2016-03-21T19:00:00Z,18,0.3
1503960366,2016-03-21T20:00:00Z,11,0.183333
1503960366,2016-03-21T21:00:00Z,14,0.233333
1503960366,2016-03-21T22:00:00Z,20,0.333333
1503960366,2016-03-21T23:00:00Z,16,0.266667
1503960366,2016-03-22T00:00:00Z,0,0
1503960366,2016-03-22T01:00:00Z,0,0
1503960366,2016-03-22T02:00:00Z,0,0
1503960366,2016-03-22T03:00:00Z,0,0
1503960366,2016-03-22T04:00:00Z,0,0
1503960366,2016-03-22T05:00:00Z,0,0
1503960366,2016-03-22T06:00:00Z,0,0
1503960366,2016-03-22T07:00:00Z,0,0
1503960366,2016-03-22T08:00:00Z,2,0.033333
1503960366,2016-03-22T09:00:00Z,26,0.433333
1503960366,2016-03-22T10:00:00Z,24,0.4
1503960366,2016-03-22T11:00:00Z,14,0.233333
1503960366,2016-03-22T12:00:00Z,15,0.25
1503960366,2016-03-22T13:00:00Z,24,0.4
1503960366,2016-03-22T14:00:00Z,44,0.733333
1503960366,2016-03-22T15:00:00Z,13,0.216667
1503960366,2016-03-22T16:00:00Z,9,0.15
1503960366,2016-03-22T17:00:00Z,15,0.25
1503960366,2016-03-22T18:00:00Z,23,0.383333
1503960366,2016-03-22T19:00:00Z,22,0.366667
1503960366,2016-03-22T20:00:00Z,22,0.366667
1503960366,2016-03-22T21:00:00Z,14,0.233333
1503960366,2016-03-22T22:00:00Z,117,1.95
1503960366,2016-03-22T23:00:00Z,10,0.166667
1503960366,2016-03-23T00:00:00Z,2,0.033333
1503960366,2016-03-23T01:00:00Z,3,0.05
1503960366,2016-03-23T02:00:00Z,4,0.066667
1503960366,2016-03-23T03:00:00Z,0,0
1503960366,2016-03-23T04:00:00Z,0,0
1503960366,2016-03-23T05:00:00Z,0,0
1503960366,2016-03-23T06:00:00Z,0,0
1503960366,2016-03-23T07:00:00Z,6,0.1
1503960366,2016-03-23T08:00:00Z,25,0.416667
1503960366,2016-03-23T09:00:00Z,24,0.4
1503960366,2016-03-23T10:00:00Z,17,0.283333
1503960366,2016-03-23T11:00:00Z,19,0.316667
1503960366,2016-03-23T12:00:00Z,17,0.283333
1503960366,2016-03-23T13:00:00Z,37,0.616667
1503960366,2016-03-23T14:00:00Z,76,1.266667
1503960366,2016-03-23T15:00:00Z,11,0.183333
1503960366,2016-03-23T16:00:00Z,16,0.266667
1503960366,2016-03-23T17:00:00Z,14,0.233333
1503960366,2016-03-23T18:00:00Z,8,0.133333
1503960366,2016-03-23T19:00:00Z,80,1.333333
1503960366,2016-03-23T20:00:00Z,30,0.5
1503960366,2016-03-23T21:00:00Z,5,0.083333
1503960366,2016-03-23T22:00:00Z,10,0.166667
1503960366,2016-03-23T23:00:00Z,19,0.316667
1503960366,2016-03-24T00:00:00Z,23,0.383333
1503960366,2016-03-24T01:00:00Z,0,0
1503960366,2016-03-24T02:00:00Z,1,0.016667
1503960366,2016-03-24T03:00:00Z,1,0.016667
1503960366,2016-03-24T04:00:00Z,0,0
1503960366,2016-03-24T05:00:00Z,1,0.016667
1503960366,2016-03-24T06:00:00Z,0,0
1503960366,2016-03-24T07:00:00Z,3,0.05
1503960366,2016-03-24T08:00:00Z,36,0.6
1503960366,2016-03-24T09:00:00Z,43,0.716667
1503960366,2016-03-24T10:00:00Z,8,0.133333
1503960366,2016-03-24T11:00:00Z,7,0.116667
1503960366,2016-03-24T12:00:00Z,39,0.65
1503960366,2016-03-24T13:00:00Z,36,0.6
1503960366,2016-03-24T14:00:00Z,41,0.683333
1503960366,2016-03-24T15:00:00Z,17,0.283333
1503960366,2016-03-24T16:00:00Z,26,0.433333
1503960366,2016-03-24T17:00:00Z,14,0.233333
1503960366,2016-03-24T18:00:00Z,5,0.083333
1503960366,2016-03-24T19:00:00Z,3,0.05
1503960366,2016-03-24T20:00:00Z,107,1.783333
1503960366,2016-03-24T21:00:00Z,29,0.483333
1503960366,2016-03-24T22:00:00Z,9,0.15
1503960366,2016-03-24T23:00:00Z,12,0.2
1503960366,2016-03-25T00:00:00Z,1,0.016667
1503960366,2016-03-25T01:00:00Z,6,0.1
1503960366,2016-03-25T02:00:00Z,1,0.016667
1503960366,2016-03-25T03:00:00Z,1,0.016667
1503960366,2016-03-25T04:00:00Z,0,0
1503960366,2016-03-25T05:00:00Z,0,0
1503960366,2016-03-25T06:00:00Z,0,0
1503960366,2016-03-25T07:00:00Z,3,0.05
1503960366,2016-03-25T08:00:00Z,25,0.416667
1503960366,2016-03-25T09:00:00Z,28,0.466667
1503960366,2016-03-25T10:00:00Z,14,0.233333
1503960366,2016-03-25T11:00:00Z,34,0.566667
1503960366,2016-03-25T12:00:00Z,4,0.066667
1503960366,2016-03-25T13:00:00Z,7,0.116667
1503960366,2016-03-25T14:00:00Z,13,0.216667
1503960366,2016-03-25T15:00:00Z,0,0
1503960366,2016-03-25T16:00:00Z,17,0.283333
1503960366,2016-03-25T17:00:00Z,14,0.233333
1503960366,2016-03-25T18:00:00Z,11,0.183333
1503960366,2016-03-25T19:00:00Z,6,0.1
1503960366,2016-03-25T20:00:00Z,71,1.183333
1503960366,2016-03-25T21:00:00Z,52,0.866667
1503960366,2016-03-25T22:00:00Z,13,0.216667
1503960366,2016-03-25T23:00:00Z,7,0.116667
1503960366,2016-03-26T00:00:00Z,2,0.033333
1503960366,2016-03-26T01:00:00Z,9,0.15
1503960366,2016-03-26T02:00:00Z,0,0
1503960366,2016-03-26T03:00:00Z,3,0.05
1503960366,2016-03-26T04:00:00Z,0,0
1503960366,2016-03-26T05:00:00Z,0,0
1503960366,2016-03-26T06:00:00Z,0,0
1503960366,2016-03-26T07:00:00Z,0,0
1503960366,2016-03-26T08:00:00Z,0,0
1503960366,2016-03-26T09:00:00Z,7,0.116667
1503960366,2016-03-26T10:00:00Z,21,0.35
1503960366,2016-03-26T11:00:00Z,8,0.133333
1503960366,2016-03-26T12:00:00Z,12,0.2
1503960366,2016-03-26T13:00:00Z,21,0.35
1503960366,2016-03-26T14:00:00Z,15,0.25
1503960366,2016-03-26T15:00:00Z,29,0.483333
1503960366,2016-03-26T16:00:00Z,149,2.483333
1503960366,2016-03-26T17:00:00Z,87,1.45
1503960366,2016-03-26T18:00:00Z,102,1.7
1503960366,2016-03-26T19:00:00Z,15,0.25
1503960366,2016-03-26T20:00:00Z,14,0.233333
1503960366,2016-03-26T21:00:00Z,19,0.316667
1503960366,2016-03-26T22:00:00Z,39,0.65
1503960366,2016-03-26T23:00:00Z,23,0.383333
1503960366,2016-03-27T00:00:00Z,2,0.033333
1503960366,2016-03-27T01:00:00Z,5,0.083333
1503960366,2016-03-27T02:00:00Z,0,0
1503960366,2016-03-27T03:00:00Z,0,0
1503960366,2016-03-27T04:00:00Z,0,0
1503960366,2016-03-27T05:00:00Z,0,0
1503960366,2016-03-27T06:00:00Z,1,0.016667
1503960366,2016-03-27T07:00:00Z,2,0.033333
1503960366,2016-03-27T08:00:00Z,0,0
1503960366,2016-03-27T09:00:00Z,20,0.333333
1503960366,2016-03-27T10:00:00Z,126,2.1
1503960366,2016-03-27T11:00:00Z,11,0.183333
1503960366,2016-03-27T12:00:00Z,5,0.083333
1503960366,2016-03-27T13:00:00Z,28,0.466667
1503960366,2016-03-27T14:00:00Z,27,0.45
1503960366,2016-03-27T15:00:00Z,9,0.15
1503960366,2016-03-27T16:00:00Z,7,0.116667
1503960366,2016-03-27T17:00:00Z,17,0.283333
1503960366,2016-03-27T18:00:00Z,28,0.466667
1503960366,2016-03-27T19:00:00Z,85,1.416667
1503960366,2016-03-27T20:00:00Z,24,0.4
1503960366,2016-03-27T21:00:00Z,26,0.433333
1503960366,2016-03-27T22:00:00Z,15,0.25
1503960366,2016-03-27T23:00:00Z,8,0.133333
1503960366,2016-03-28T00:00:00Z,10,0.166667
1503960366,2016-03-28T01:00:00Z,1,0.016667
1503960366,2016-03-28T02:00:00Z,0,0
1503960366,2016-03-28T03:00:00Z,0,0
1503960366,2016-03-28T04:00:00Z,0,0
1503960366,2016-03-28T05:00:00Z,0,0
1503960366,2016-03-28T06:00:00Z,0,0
1503960366,2016-03-28T07:00:00Z,0,0
1503960366,2016-03-28T08:00:00Z,4,0.066667
1503960366,2016-03-28T09:00:00Z,30,0.5
1503960366,2016-03-28T10:00:00Z,8,0.133333
1503960366,2016-03-28T11:00:00Z,10,0.166667
1503960366,2016-03-28T12:00:00Z,9,0.15
1503960366,2016-03-28T13:00:00Z,70,1.166667
1503960366,2016-03-28T14:00:00Z,33,0.55
1503960366,2016-03-28T15:00:00Z,10,0.166667
1503960366,2016-03-28T16:00:00Z,10,0.166667
1503960366,2016-03-28T17:00:00Z,14,0.233333
1503960366,2016-03-28T18:00:00Z,19,0.316667
1503960366,2016-03-28T19:00:00Z,90,1.5
1503960366,2016-03-28T20:00:00Z,18,0.3
1503960366,2016-03-28T21:00:00Z,7,0.116667
1503960366,2016-03-28T22:00:00Z,12,0.2
1503960366,2016-03-28T23:00:00Z,26,0.433333
1503960366,2016-03-29T00:00:00Z,0,0
1503960366,2016-03-29T01:00:00Z,13,0.216667
1503960366,2016-03-29T02:00:00Z,2,0.033333
1503960366,2016-03-29T03:00:00Z,0,0
1503960366,2016-03-29T04:00:00Z,0,0
1503960366,2016-03-29T05:00:00Z,1,0.016667
1503960366,2016-03-29T06:00:00Z,1,0.016667
1503960366,2016-03-29T07:00:00Z,3,0.05
1503960366,2016-03-29T08:00:00Z,10,0.166667
1503960366,2016-03-29T09:00:00Z,32,0.533333
1503960366,2016-03-29T10:00:00Z,17,0.283333
1503960366,2016-03-29T11:00:00Z,25,0.416667
1503960366,2016-03-29T12:00:00Z,9,0.15
1503960366,2016-03-29T13:00:00Z,39,0.65
1503960366,2016-03-29T14:00:00Z,5,0.083333
1503960366,2016-03-29T15:00:00Z,13,0.216667
1503960366,2016-03-29T16:00:00Z,16,0.266667
1503960366,2016-03-29T17:00:00Z,12,0.2
1503960366,2016-03-29T18:00:00Z,22,0.366667
1503960366,2016-03-29T19:00:00Z,24,0.4
1503960366,2016-03-29T20:00:00Z,97,1.616667
1503960366,2016-03-29T21:00:00Z,19,0.316667
1503960366,2016-03-29T22:00:00Z,0,0
1503960366,2016-03-29T23:00:00Z,23,0.383333
1503960366,2016-03-30T00:00:00Z,0,0
1503960366,2016-03-30T01:00:00Z,0,0
1503960366,2016-03-30T02:00:00Z,0,0
1503960366,2016-03-30T03:00:00Z,0,0
1503960366,2016-03-30T04:00:00Z,0,0
1503960366,2016-03-30T05:00:00Z,0,0
1503960366,2016-03-30T06:00:00Z,0,0
1503960366,2016-03-30T07:00:00Z,0,0
1503960366,2016-03-30T08:00:00Z,1,0.016667
1503960366,2016-03-30T09:00:00Z,23,0.383333
1503960366,2016-03-30T10:00:00Z,13,0.216667
1503960366,2016-03-30T11:00:00Z,12,0.2
1503960366,2016-03-30T12:00:00Z,52,0.866667
1503960366,2016-03-30T13:00:00Z,3,0.05
1503960366,2016-03-30T14:00:00Z,12,0.2
1503960366,2016-03-30T15:00:00Z,12,0.2
1503960366,2016-03-30T16:00:00Z,4,0.066667
1503960366,2016-03-30T17:00:00Z,4,0.066667
1503960366,2016-03-30T18:00:00Z,72,1.2
1503960366,2016-03-30T19:00:00Z,38,0.633333
1503960366,2016-03-30T20:00:00Z,45,0.75
1503960366,2016-03-30T21:00:00Z,27,0.45
1503960366,2016-03-30T22:00:00Z,3,0.05
1503960366,2016-03-30T23:00:00Z,18,0.3
1503960366,2016-03-31T00:00:00Z,11,0.183333
1503960366,2016-03-31T01:00:00Z,0,0
1503960366,2016-03-31T02:00:00Z,7,0.116667
1503960366,2016-03-31T03:00:00Z,0,0
1503960366,2016-03-31T04:00:00Z,0,0
1503960366,2016-03-31T05:00:00Z,0,0
1503960366,2016-03-31T06:00:00Z,0,0
1503960366,2016-03-31T07:00:00Z,4,0.066667
1503960366,2016-03-31T08:00:00Z,8,0.133333
1503960366,2016-03-31T09:00:00Z,29,0.483333
1503960366,2016-03-31T10:00:00Z,13,0.216667
1503960366,2016-03-31T11:00:00Z,4,0.066667
1503960366,2016-03-31T12:00:00Z,13,0.216667
1503960366,2016-03-31T13:00:00Z,16,0.266667
1503960366,2016-03-31T14:00:00Z,26,0.433333
1503960366,2016-03-31T15:00:00Z,25,0.416667
1503960366,2016-03-31T16:00:00Z,8,0.133333
1503960366,2016-03-31T17:00:00Z,10,0.166667
1503960366,2016-03-31T18:00:00Z,12,0.2
1503960366,2016-03-31T19:00:00Z,6,0.1
1503960366,2016-03-31T20:00:00Z,27,0.45
1503960366,2016-03-31T21:00:00Z,26,0.433333
1503960366,2016-03-31T22:00:00Z,20,0.333333
1503960366,2016-03-31T23:00:00Z,97,1.616667
1503960366,2016-04-01T00:00:00Z,5,0.083333
1503960366,2016-04-01T01:00:00Z,1,0.016667
1503960366,2016-04-01T02:00:00Z,3,0.05
1503960366,2016-04-01T03:00:00Z,5,0.083333
1503960366,2016-04-01T04:00:00Z,0,0
1503960366,2016-04-01T05:00:00Z,0,0
1503960366,2016-04-01T06:00:00Z,0,0
1503960366,2016-04-01T07:00:00Z,4,0.066667
1503960366,2016-04-01T08:00:00Z,15,0.25
1503960366,2016-04-01T09:00:00Z,13,0.216667
1503960366,2016-04-01T10:00:00Z,5,0.083333
1503960366,2016-04-01T11:00:00Z,3,0.05
1503960366,2016-04-01T12:00:00Z,2,0.033333
1503960366,2016-04-01T13:00:00Z,2,0.033333
1503960366,2016-04-01T14:00:00Z,12,0.2
1503960366,2016-04-01T15:00:00Z,8,0.133333
1503960366,2016-04-01T16:00:00Z,14,0.233333
1503960366,2016-04-01T17:00:00Z,1,0.016667
1503960366,2016-04-01T18:00:00Z,9,0.15
1503960366,2016-04-01T19:00:00Z,2,0.033333
1503960366,2016-04-01T20:00:00Z,75,1.25
1503960366,2016-04-01T21:00:00Z,58,0.966667
1503960366,2016-04-01T22:00:00Z,103,1.716667
1503960366,2016-04-01T23:00:00Z,43,0.716667
1503960366,2016-04-02T00:00:00Z,14,0.233333
1503960366,2016-04-02T01:00:00Z,0,0
1503960366,2016-04-02T02:00:00Z,0,0
1503960366,2016-04-02T03:00:00Z,6,0.1
1503960366,2016-04-02T04:00:00Z,0,0
1503960366,2016-04-02T05:00:00Z,1,0.016667
1503960366,2016-04-02T06:00:00Z,0,0
1503960366,2016-04-02T07:00:00Z,6,0.1
1503960366,2016-04-02T08:00:00Z,3,0.05
1503960366,2016-04-02T09:00:00Z,6,0.1
1503960366,2016-04-02T10:00:00Z,4,0.066667
1503960366,2016-04-02T11:00:00Z,15,0.25
1503960366,2016-04-02T12:00:00Z,2,0.033333
1503960366,2016-04-02T13:00:00Z,24,0.4
1503960366,2016-04-02T14:00:00Z,6,0.1
1503960366,2016-04-02T15:00:00Z,18,0.3
1503960366,2016-04-02T16:00:00Z,27,0.45
1503960366,2016-04-02T17:00:00Z,10,0.166667
1503960366,2016-04-02T18:00:00Z,6,0.1
1503960366,2016-04-02T19:00:00Z,102,1.7
1503960366,2016-04-02T20:00:00Z,55,0.916667
1503960366,2016-04-02T21:00:00Z,26,0.433333
1503960366,2016-04-02T22:00:00Z,29,0.483333
1503960366,2016-04-02T23:00:00Z,26,0.433333
1503960366,2016-04-03T00:00:00Z,11,0.183333
1503960366,2016-04-03T01:00:00Z,1,0.016667
1503960366,2016-04-03T02:00:00Z,4,0.066667
1503960366,2016-04-03T03:00:00Z,3,0.05
1503960366,2016-04-03T04:00:00Z,1,0.016667
1503960366,2016-04-03T05:00:00Z,1,0.016667
